4.5     -24.08210096 Ry
4.55     -24.08913895 Ry
4.57     -24.09116906 Ry
4.6     -24.09341686 Ry
4.63     -24.09474540 Ry
4.65     -24.09514589 Ry
4.67     -24.09516737 Ry
4.7     -24.09452526 Ry
4.72     -24.09366149 Ry
