3     -25.91612465 Ry
6     -25.92976143 Ry
9     -25.93422951 Ry
12     -25.93353423 Ry
14     -25.93285470 Ry
15     -25.93317338 Ry
16     -25.93304464 Ry
18     -25.93277728 Ry
21     -25.93239728 Ry
24     -25.93293098 Ry
