20     -25.88118295 Ry
30     -26.46630612 Ry
40     -26.70203103 Ry
50     -26.79005486 Ry
60     -26.81368865 Ry
70     -26.81854304 Ry
80     -26.81924647 Ry
90     -26.81927022 Ry
100     -26.81928616 Ry
