20     -25.93304464 Ry
30     -26.48132381 Ry
40     -26.70268655 Ry
50     -26.78503347 Ry
60     -26.80672838 Ry
70     -26.81105823 Ry
80     -26.81165738 Ry
90     -26.81167452 Ry
100     -26.81169158 Ry
