20     -23.37407892 Ry
30     -23.80675225 Ry
40     -23.96285971 Ry
50     -24.02891873 Ry
60     -24.04824197 Ry
70     -24.05313722 Ry
80     -24.05436758 Ry
90     -24.05450631 Ry
100     -24.05451106 Ry
