12     -23.42464268 Ry
15     -23.42454380 Ry
18     -23.42429251 Ry
21     -23.42392011 Ry
24     -23.42445150 Ry
3     -23.37407892 Ry
6     -23.41785487 Ry
9     -23.42424501 Ry
