    0.000000000   -2.092027667   -0.684390229
    0.005544360   -2.091957006   -0.684389526
    0.011088720   -2.091745038   -0.684387416
    0.016633080   -2.091391803   -0.684383898
    0.022177440   -2.090897365   -0.684378974
    0.027721800   -2.090261818   -0.684372641
    0.033266160   -2.089485280   -0.684364899
    0.038810520   -2.088567897   -0.684355749
    0.044354880   -2.087509840   -0.684345187
    0.049899240   -2.086311306   -0.684333214
    0.055443600   -2.084972519   -0.684319828
    0.060987960   -2.083493729   -0.684305028
    0.066532320   -2.081875211   -0.684288812
    0.072076680   -2.080117269   -0.684271178
    0.077621040   -2.078220228   -0.684252124
    0.083165400   -2.076184444   -0.684231649
    0.088709760   -2.074010294   -0.684209750
    0.094254120   -2.071698183   -0.684186424
    0.099798480   -2.069248541   -0.684161671
    0.105342840   -2.066661824   -0.684135485
    0.110887200   -2.063938512   -0.684107866
    0.116431560   -2.061079111   -0.684078810
    0.121975920   -2.058084150   -0.684048314
    0.127520280   -2.054954185   -0.684016374
    0.133064640   -2.051689796   -0.683982988
    0.138609000   -2.048291586   -0.683948152
    0.144153360   -2.044760185   -0.683911862
    0.149697720   -2.041096244   -0.683874114
    0.155242080   -2.037300440   -0.683834905
    0.160786440   -2.033373473   -0.683794230
    0.166330800   -2.029316066   -0.683752085
    0.171875160   -2.025128967   -0.683708466
    0.177419520   -2.020812946   -0.683663368
    0.182963880   -2.016368797   -0.683616787
    0.188508240   -2.011797334   -0.683568718
    0.194052600   -2.007099396   -0.683519155
    0.199596960   -2.002275846   -0.683468095
    0.205141320   -1.997327564   -0.683415530
    0.210685680   -1.992255458   -0.683361457
    0.216230040   -1.987060452   -0.683305870
    0.221774400   -1.981743496   -0.683248762
    0.227318760   -1.976305559   -0.683190129
    0.232863120   -1.970747631   -0.683129964
    0.238407480   -1.965070724   -0.683068260
    0.243951840   -1.959275870   -0.683005013
    0.249496200   -1.953364121   -0.682940215
    0.255040560   -1.947336550   -0.682873860
    0.260584920   -1.941194248   -0.682805940
    0.266129280   -1.934938327   -0.682736450
    0.271673640   -1.928569919   -0.682665383
    0.277218000   -1.922090175   -0.682592730
    0.282762360   -1.915500262   -0.682518485
    0.288306720   -1.908801369   -0.682442640
    0.293851080   -1.901994702   -0.682365187
    0.299395440   -1.895081484   -0.682286120
    0.304939800   -1.888062959   -0.682205429
    0.310484160   -1.880940384   -0.682123107
    0.316028520   -1.873715038   -0.682039145
    0.321572880   -1.866388212   -0.681953535
    0.327117240   -1.858961217   -0.681866268
    0.332661600   -1.851435380   -0.681777336
    0.338205960   -1.843812044   -0.681686729
    0.343750320   -1.836092566   -0.681594438
    0.349294680   -1.828278320   -0.681500454
    0.354839040   -1.820370696   -0.681404768
    0.360383400   -1.812371097   -0.681307370
    0.365927760   -1.804280942   -0.681208250
    0.371472120   -1.796101663   -0.681107397
    0.377016480   -1.787834706   -0.681004803
    0.382560840   -1.779481531   -0.680900456
    0.388105200   -1.771043613   -0.680794345
    0.393649560   -1.762522436   -0.680686461
    0.399193920   -1.753919500   -0.680576792
    0.404738280   -1.745236316   -0.680465326
    0.410282640   -1.736474406   -0.680352054
    0.415827000   -1.727635306   -0.680236962
    0.421371360   -1.718720560   -0.680120040
    0.426915720   -1.709731725   -0.680001276
    0.432460080   -1.700670367   -0.679880656
    0.438004440   -1.691538065   -0.679758171
    0.443548800   -1.682336405   -0.679633805
    0.449093160   -1.673066982   -0.679507548
    0.454637520   -1.663731402   -0.679379387
    0.460181880   -1.654331279   -0.679249307
    0.465726240   -1.644868235   -0.679117296
    0.471270600   -1.635343899   -0.678983341
    0.476814960   -1.625759910   -0.678847427
    0.482359320   -1.616117911   -0.678709542
    0.487903680   -1.606419554   -0.678569670
    0.493448040   -1.596666496   -0.678427798
    0.498992400   -1.586860400   -0.678283911
    0.504536760   -1.577002937   -0.678137995
    0.510081120   -1.567095779   -0.677990034
    0.515625480   -1.557140606   -0.677840014
    0.521169840   -1.547139100   -0.677687920
    0.526714200   -1.537092949   -0.677533736
    0.532258560   -1.527003843   -0.677377446
    0.537802920   -1.516873475   -0.677219034
    0.543347280   -1.506703543   -0.677058485
    0.548891640   -1.496495744   -0.676895781
