4     -23.41831635 Ry
8     -23.41368593 Ry
12     -23.41289578 Ry
16     -23.41283409 Ry
20     -23.41132663 Ry
24     -23.41267927 Ry
28     -23.41281630 Ry
32     -23.41245068 Ry
