# energy grid [eV]     epsi_x  epsi_y  epsi_z
#
    6.647314314    0.111085837    0.111093765    0.005560268
    6.667333333    0.087975414    0.087979191    0.005357587
    6.687352352    0.074648240    0.074649688    0.005210902
    6.707371371    0.066806826    0.066807108    0.005102731
    6.727390390    0.062496345    0.062495792    0.005031418
    6.747409409    0.060809096    0.060807707    0.004993474
    6.767428428    0.061409554    0.061407213    0.004986458
    6.787447447    0.064393753    0.064390187    0.005010889
    6.807466466    0.070315801    0.070310485    0.005070340
    6.827485485    0.080412227    0.080404171    0.005172376
    6.847504505    0.097198335    0.097185585    0.005330737
    6.867523524    0.125989242    0.125967600    0.005569957
    6.887542543    0.179135844    0.179095144    0.005935441
    6.907561562    0.289288649    0.289200697    0.006517752
    6.927580581    0.550389935    0.550176412    0.007515742
    6.947599600    1.078825363    1.078538031    0.009324415
    6.967618619    1.166608108    1.166701337    0.012405389
    6.987637638    0.968705960    0.968845410    0.019334139
    7.007656657    0.622046832    0.622188452    0.036214755
    7.027675676    0.420518188    0.420580071    0.048355694
    7.047694695    0.253633485    0.253670885    0.028161564
    7.067713714    0.168701168    0.168720935    0.015821594
    7.087732733    0.135337549    0.135350855    0.010961345
    7.107751752    0.131610820    0.131623805    0.008940460
    7.127770771    0.161129739    0.161149405    0.008247528
    7.147789790    0.260445303    0.260486896    0.008697576
    7.167808809    0.463906495    0.463958294    0.010397022
    7.187827828    0.393971308    0.393947496    0.009614460
    7.207846847    0.200402717    0.200388358    0.007757081
    7.227865866    0.116083875    0.116078646    0.007047823
    7.247884885    0.080051404    0.080048993    0.006905076
    7.267903904    0.062583000    0.062581288    0.007069892
    7.287922923    0.053673015    0.053671158    0.007506246
    7.307941942    0.049838629    0.049836033    0.008305479
    7.327960961    0.050351092    0.050346908    0.009733024
    7.347979980    0.056816347    0.056808714    0.012465353
    7.367998999    0.075586461    0.075570217    0.018394819
    7.388018018    0.125446399    0.125407513    0.032936220
    7.408037037    0.208188297    0.208149991    0.056728570
    7.428056056    0.159184046    0.159200535    0.043357196
    7.448075075    0.090930086    0.090936974    0.024467815
    7.468094094    0.066639793    0.066639785    0.017909528
    7.488113113    0.065163450    0.065159109    0.017799445
    7.508132132    0.085396582    0.085383514    0.023856837
    7.528151151    0.131741245    0.131707147    0.035785277
    7.548170170    0.152948472    0.152959730    0.040201608
    7.568189189    0.090913088    0.090932805    0.024071112
    7.588208208    0.055208482    0.055214778    0.014828792
    7.608227227    0.040550131    0.040552001    0.011007828
    7.628246246    0.033980289    0.033980536    0.009252258
    7.648265265    0.030942464    0.030941990    0.008366871
    7.668284284    0.029819932    0.029819197    0.007916520
    7.688303303    0.030042465    0.030041052    0.007728304
    7.708322322    0.031515705    0.031513068    0.007737846
    7.728341341    0.034489203    0.034485239    0.007943375
    7.748360360    0.039648727    0.039642911    0.008405934
    7.768379379    0.048503415    0.048494510    0.009296134
    7.788398398    0.064492843    0.064478017    0.011050896
    7.808417417    0.096330625    0.096303008    0.014890526
    7.828436436    0.168112849    0.168054702    0.024369174
    7.848455455    0.320876332    0.320778915    0.041565592
    7.868474474    0.497123626    0.497014230    0.034463279
    7.888493493    0.458022665    0.458009240    0.019633606
    7.908512513    0.229111065    0.229116814    0.013238646
    7.928531532    0.122495494    0.122495077    0.010591968
    7.948550551    0.078155880    0.078153574    0.009402101
    7.968569570    0.057196214    0.057194047    0.008892888
    7.988588589    0.046842107    0.046840947    0.008827076
    8.008607608    0.042562851    0.042562399    0.009262891
    8.028626627    0.043893696    0.043891971    0.010698045
    8.048645646    0.052852184    0.052847612    0.014041925
    8.068664665    0.053785578    0.053782644    0.014308044
    8.088683684    0.044844066    0.044841497    0.010890667
    8.108702703    0.043687784    0.043684471    0.009329079
    8.128721722    0.048858465    0.048853701    0.008765721
    8.148740741    0.061244748    0.061236906    0.008592561
    8.168759760    0.087147305    0.087132217    0.008607686
    8.188778779    0.145884179    0.145850271    0.008744700
    8.208797798    0.292048299    0.291967907    0.008991488
    8.228816817    0.498599858    0.498575829    0.009366580
    8.248835836    0.337756501    0.337840412    0.009914693
    8.268854855    0.171041727    0.171078294    0.010773114
    8.288873874    0.107152243    0.107166326    0.012236200
    8.308892893    0.085228860    0.085233844    0.015024540
    8.328911912    0.085076303    0.085077976    0.020938836
    8.348930931    0.105984326    0.105981546    0.030609969
    8.368949950    0.165892685    0.165883426    0.045720664
    8.388968969    0.323353394    0.323326880    0.049864442
    8.408987988    0.479406479    0.479366847    0.033481751
    8.429007007    0.292831065    0.292852249    0.021512463
    8.449026026    0.144129493    0.144139599    0.016061349
    8.469045045    0.083186820    0.083190453    0.013783701
    8.489064064    0.055728003    0.055729703    0.012734045
    8.509083083    0.041492129    0.041493314    0.012195122
    8.529102102    0.033292488    0.033292928    0.012016607
    8.549121121    0.028251547    0.028251395    0.012078805
    8.569140140    0.025081387    0.025080804    0.012330906
    8.589159159    0.023190809    0.023189696    0.012773727
    8.609178178    0.022393854    0.022391750    0.013455002
    8.629197197    0.022893106    0.022888685    0.014491400
    8.649216216    0.024889061    0.024881334    0.016139528
    8.669235235    0.028339991    0.028334194    0.019001625
    8.689254254    0.037416870    0.037410399    0.024672390
    8.709273273    0.062160335    0.062147619    0.037477639
    8.729292292    0.099384464    0.099380429    0.058532808
    8.749311311    0.071395993    0.071410160    0.067476988
    8.769330330    0.040161718    0.040168228    0.082368312
    8.789349349    0.027977833    0.027980937    0.058734807
    8.809368368    0.022994170    0.022994324    0.037650761
    8.829387387    0.019147491    0.019146734    0.026995671
    8.849406406    0.016978019    0.016977992    0.022179280
    8.869425425    0.016000953    0.016001687    0.020227315
    8.889444444    0.015581694    0.015580315    0.019667739
    8.909463463    0.015302607    0.015297422    0.020028838
    8.929482482    0.015407695    0.015405273    0.021316694
    8.949501502    0.016110986    0.016110787    0.024009585
    8.969520521    0.017567995    0.017569061    0.029605358
    8.989539540    0.018482971    0.018482600    0.042621704
    9.009558559    0.019078143    0.019077201    0.072470199
    9.029577578    0.020995654    0.020994317    0.084114949
    9.049596597    0.024590789    0.024588546    0.053221674
    9.069615616    0.030975612    0.030971445    0.038584002
    9.089634635    0.042816257    0.042809655    0.035719240
    9.109653654    0.067287995    0.067275471    0.040788250
    9.129672673    0.123530294    0.123504567    0.057701973
    9.149691692    0.198601659    0.198595525    0.072355801
    9.169710711    0.253086861    0.253088569    0.057680370
    9.189729730    0.214421110    0.214436201    0.054653601
    9.209748749    0.108930159    0.108939897    0.070170293
    9.229767768    0.061911993    0.061915970    0.113315405
    9.249786787    0.040889765    0.040890578    0.162254440
    9.269805806    0.030519294    0.030519134    0.120371927
    9.289824825    0.025065944    0.025067966    0.070685031
    9.309843844    0.021686885    0.021692719    0.049536805
    9.329862863    0.019447311    0.019457839    0.041556994
    9.349881882    0.018132671    0.018139102    0.039353859
    9.369900901    0.017500226    0.017503035    0.041107207
    9.389919920    0.017445557    0.017446928    0.048204615
    9.409938939    0.018026845    0.018027663    0.066664699
    9.429957958    0.019170285    0.019170333    0.092590050
    9.449976977    0.020304013    0.020303510    0.095805581
    9.469995996    0.022581583    0.022580988    0.121435311
    9.490015015    0.026847644    0.026846614    0.104455604
    9.510034034    0.035167759    0.035166606    0.067624232
    9.530053053    0.053064333    0.053067290    0.053766724
    9.550072072    0.092766012    0.092775580    0.052122545
    9.570091091    0.114130934    0.114111059    0.050937197
    9.590110110    0.091604015    0.091565517    0.045574989
    9.610129129    0.106450286    0.106412818    0.043756881
    9.630148148    0.184100070    0.184053581    0.044188868
    9.650167167    0.253745111    0.253748915    0.045429777
    9.670186186    0.163984317    0.164004476    0.047271337
    9.690205205    0.128615259    0.128611715    0.050308272
    9.710224224    0.157294372    0.157289166    0.055109148
    9.730243243    0.121836917    0.121865919    0.063115704
    9.750262262    0.068194575    0.068221374    0.079204036
    9.770281281    0.044372049    0.044392937    0.103514124
    9.790300300    0.033715436    0.033726505    0.100056028
    9.810319319    0.028477520    0.028482761    0.096627073
    9.830338338    0.023615693    0.023615856    0.102042521
    9.850357357    0.020854413    0.020854900    0.127132765
    9.870376376    0.018898632    0.018899976    0.191027447
    9.890395395    0.017686914    0.017688724    0.234189508
    9.910414414    0.017757878    0.017760788    0.184146503
    9.930433433    0.018882608    0.018886790    0.171867210
    9.950452452    0.017488792    0.017492270    0.170135155
    9.970471471    0.016073345    0.016077066    0.199896676
    9.990490490    0.015804846    0.015810236    0.250393710
   10.010509510    0.016005790    0.016015255    0.240395497
   10.030528529    0.016868360    0.016883145    0.273836232
   10.050547548    0.017861622    0.017873766    0.325761621
   10.070566567    0.019920833    0.019928191    0.285729465
   10.090585586    0.025710779    0.025715851    0.279813031
   10.110604605    0.038513441    0.038519338    0.319437061
   10.130623624    0.041169576    0.041185127    0.385017681
   10.150642643    0.034745160    0.034771882    0.491110303
   10.170661662    0.035710232    0.035740743    0.695058789
   10.190680681    0.042067016    0.042076356    1.126467487
   10.210699700    0.039325166    0.039334257    2.019756249
   10.230718719    0.027343001    0.027355118    2.919302137
   10.250737738    0.021437617    0.021444401    3.477537842
   10.270756757    0.019125009    0.019127375    3.846624848
   10.290775776    0.018341652    0.018341795    3.179840153
   10.310794795    0.018460909    0.018459290    3.538886903
   10.330813814    0.018848760    0.018845227    4.111685936
   10.350832833    0.019467571    0.019462264    3.399954208
   10.370851852    0.020839726    0.020830904    2.927579814
   10.390870871    0.023336693    0.023320111    2.639424821
   10.410889890    0.028077598    0.028041648    3.594283012
   10.430908909    0.037142248    0.037067295    4.449513929
   10.450927928    0.047635102    0.047585176    3.353006109
   10.470946947    0.066273893    0.066267096    2.468001900
   10.490965966    0.111014473    0.111011720    2.686861286
   10.510984985    0.127356697    0.127359257    2.442410382
   10.531004004    0.075232462    0.075232591    2.572577728
   10.551023023    0.048873443    0.048871445    3.778396118
   10.571042042    0.039776382    0.039773288    3.721518035
   10.591061061    0.038023695    0.038019723    3.775581416
   10.611080080    0.039703318    0.039697345    3.182166668
   10.631099099    0.044102795    0.044090614    1.989755546
   10.651118118    0.054598712    0.054582952    1.539453033
   10.671137137    0.067411759    0.067400244    1.510814565
   10.691156156    0.063536293    0.063526161    2.063921983
   10.711175175    0.063366313    0.063351271    2.754682276
   10.731194194    0.074481913    0.074469698    3.111520092
   10.751213213    0.098512616    0.098503495    3.544782628
   10.771232232    0.145361657    0.145345617    3.863986305
   10.791251251    0.251332050    0.251294936    2.523345867
   10.811270270    0.486290212    0.486180926    1.755640407
   10.831289289    0.840687983    0.840626089    1.876818148
   10.851308308    0.616464211    0.616600821    2.796324275
   10.871327327    0.301804314    0.301867101    2.891307686
   10.891346346    0.171945582    0.171972502    1.777020423
   10.911365365    0.123014765    0.123029688    1.450824982
   10.931384384    0.097191503    0.097182012    1.604981910
   10.951403403    0.077094431    0.077077471    1.714114617
   10.971422422    0.068490816    0.068482730    1.891131973
   10.991441441    0.063320833    0.063320397    2.780641433
   11.011460460    0.057275436    0.057274733    3.133942793
   11.031479479    0.051829995    0.051828955    2.100179409
   11.051498498    0.049350954    0.049352169    1.830459900
   11.071517518    0.050398035    0.050403670    1.904270135
   11.091536537    0.055820255    0.055835169    2.711130364
   11.111555556    0.067049676    0.067072661    2.485693426
