c_1l.vc-relax     -24.12309315 Ry
c_1l.vc-relax     -24.12338697 Ry
c_1l.vc-relax     -24.12348884 Ry
c_1l.vc-relax     -24.12348890 Ry
c_1l.vc-relax     -24.12351896 Ry
4.5     -24.10984761 Ry
4.55     -24.11707675 Ry
4.57     -24.11918261 Ry
4.6     -24.12154319 Ry
4.63     -24.12298377 Ry
4.65     -24.12345849 Ry
4.67     -24.12355371 Ry
4.7     -24.12302158 Ry
4.72     -24.12223091 Ry
