# energy grid [eV]     epsr_x  epsr_y  epsr_z
# plasmon frequences [eV]:    11.104982477   11.104870079    9.357504655
   10.350350350    1.699885340    1.699862841   -0.364158681
   10.370370370    1.752972517    1.752967576   -0.473720370
   10.390390390    1.806858909    1.806823565   -0.312398898
   10.410410410    1.710881409    1.710728711    0.257984776
   10.430430430    1.511771178    1.511710041    0.522535381
   10.450450450    1.485012711    1.485048616    0.730579476
   10.470470470    1.393959625    1.394030901    1.240212948
   10.490490490    1.401198239    1.401229221    1.763336291
   10.510510511    1.434309020    1.434341034    2.267656880
   10.530530531    1.458643896    1.458664256    2.818932746
   10.550550551    1.528502712    1.528526123    2.865443909
   10.570570571    1.593970909    1.593990573    1.209991364
   10.590590591    1.626899892    1.626914986    0.946003424
   10.610610611    1.685005292    1.685047779    1.604063778
   10.630630631    1.771978568    1.772041472    2.257361219
   10.650650651    1.863510575    1.863575357    3.002664161
   10.670670671    1.843397855    1.843340439    3.393811276
   10.690690691    1.650308266    1.650213754    0.876781463
   10.710710711    1.653057667    1.652951583   -0.945468695
   10.730730731    1.516194301    1.515995761   -1.092621456
   10.750750751    1.327749880    1.327635454   -0.609327797
   10.770770771    1.372099448    1.372045521   -0.036012057
   10.790790791    1.470446627    1.470398299    0.449564509
   10.810810811    1.560786193    1.560734169    0.553867262
   10.830830831    1.628179986    1.628116653    0.763768623
   10.850850851    1.591141479    1.591068486    1.107250622
   10.870870871    1.510324697    1.510306692    1.437495417
   10.890890891    1.495208632    1.495195961    1.605716324
   10.910910911    1.544170578    1.544147103    1.737643524
   10.930930931    1.599416612    1.599391708    1.494976384
   10.950950951    1.648437775    1.648413792    1.501407736
   10.970970971    1.691884237    1.691857805    1.512906582
