# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
    3.023023023    2.038940041    2.038931156    1.581383011
    3.043043043    2.036990962    2.036982090    1.580809146
    3.063063063    2.035039446    2.035030587    1.580233062
    3.083083083    2.033085601    2.033076756    1.579654782
    3.103103103    2.031129537    2.031120705    1.579074326
    3.123123123    2.029171360    2.029162541    1.578491714
    3.143143143    2.027211174    2.027202369    1.577906970
    3.163163163    2.025249086    2.025240293    1.577320112
    3.183183183    2.023285197    2.023276418    1.576731162
    3.203203203    2.021319610    2.021310844    1.576140141
    3.223223223    2.019352426    2.019343673    1.575547069
    3.243243243    2.017383745    2.017375005    1.574951967
    3.263263263    2.015413666    2.015404939    1.574354857
    3.283283283    2.013442285    2.013433572    1.573755757
    3.303303303    2.011469701    2.011461001    1.573154689
    3.323323323    2.009496007    2.009487320    1.572551673
    3.343343343    2.007521298    2.007512624    1.571946730
    3.363363363    2.005545667    2.005537007    1.571339879
    3.383383383    2.003569206    2.003560559    1.570731141
    3.403403403    2.001592006    2.001583372    1.570120536
    3.423423423    1.999614156    1.999605535    1.569508084
    3.443443443    1.997635745    1.997627137    1.568893805
    3.463463463    1.995656861    1.995648266    1.568277718
    3.483483483    1.993677589    1.993669007    1.567659844
    3.503503504    1.991698014    1.991689446    1.567040202
    3.523523524    1.989718222    1.989709666    1.566418812
    3.543543544    1.987738294    1.987729752    1.565795693
    3.563563564    1.985758313    1.985749784    1.565170865
    3.583583584    1.983778360    1.983769843    1.564544348
    3.603603604    1.981798513    1.981790010    1.563916160
    3.623623624    1.979818853    1.979810362    1.563286321
    3.643643644    1.977839456    1.977830978    1.562654850
    3.663663664    1.975860398    1.975851934    1.562021766
    3.683683684    1.973881756    1.973873304    1.561387088
    3.703703704    1.971903603    1.971895164    1.560750835
    3.723723724    1.969926013    1.969917587    1.560113026
    3.743743744    1.967949058    1.967940645    1.559473679
    3.763763764    1.965972809    1.965964409    1.558832814
    3.783783784    1.963997337    1.963988949    1.558190448
    3.803803804    1.962022710    1.962014335    1.557546601
    3.823823824    1.960048996    1.960040635    1.556901291
    3.843843844    1.958076264    1.958067915    1.556254536
    3.863863864    1.956104578    1.956096242    1.555606354
    3.883883884    1.954134003    1.954125680    1.554956764
    3.903903904    1.952164605    1.952156295    1.554305783
    3.923923924    1.950196446    1.950188148    1.553653430
    3.943943944    1.948229588    1.948221302    1.552999723
    3.963963964    1.946264092    1.946255819    1.552344679
    3.983983984    1.944300018    1.944291758    1.551688316
    4.004004004    1.942337426    1.942329179    1.551030653
    4.024024024    1.940376374    1.940368139    1.550371705
    4.044044044    1.938416919    1.938408697    1.549711491
    4.064064064    1.936459118    1.936450908    1.549050029
    4.084084084    1.934503026    1.934494828    1.548387335
    4.104104104    1.932548697    1.932540512    1.547723428
    4.124124124    1.930596185    1.930588013    1.547058323
    4.144144144    1.928645544    1.928637384    1.546392038
    4.164164164    1.926696824    1.926688676    1.545724591
    4.184184184    1.924750076    1.924741941    1.545055997
    4.204204204    1.922805352    1.922797229    1.544386274
    4.224224224    1.920862699    1.920854589    1.543715439
    4.244244244    1.918922167    1.918914068    1.543043507
    4.264264264    1.916983802    1.916975716    1.542370497
    4.284284284    1.915047651    1.915039577    1.541696424
    4.304304304    1.913113761    1.913105699    1.541021304
    4.324324324    1.911182175    1.911174126    1.540345154
    4.344344344    1.909252939    1.909244902    1.539667990
    4.364364364    1.907326095    1.907318070    1.538989828
    4.384384384    1.905401686    1.905393673    1.538310684
    4.404404404    1.903479753    1.903471753    1.537630575
    4.424424424    1.901560339    1.901552350    1.536949515
    4.444444444    1.899643482    1.899635505    1.536267522
    4.464464464    1.897729221    1.897721257    1.535584610
    4.484484484    1.895817597    1.895809644    1.534900795
    4.504504505    1.893908646    1.893900705    1.534216092
    4.524524525    1.892002406    1.891994477    1.533530518
    4.544544545    1.890098913    1.890090995    1.532844087
    4.564564565    1.888198202    1.888190296    1.532156814
    4.584584585    1.886300308    1.886292415    1.531468716
    4.604604605    1.884405267    1.884397385    1.530779806
    4.624624625    1.882513110    1.882505240    1.530090100
    4.644644645    1.880623871    1.880616013    1.529399613
    4.664664665    1.878737583    1.878729736    1.528708360
    4.684684685    1.876854276    1.876846441    1.528016356
    4.704704705    1.874973980    1.874966157    1.527323614
    4.724724725    1.873096727    1.873088916    1.526630150
    4.744744745    1.871222546    1.871214746    1.525935979
    4.764764765    1.869351465    1.869343676    1.525241114
    4.784784785    1.867483512    1.867475735    1.524545570
    4.804804805    1.865618716    1.865610950    1.523849361
    4.824824825    1.863757102    1.863749348    1.523152502
    4.844844845    1.861898697    1.861890954    1.522455006
    4.864864865    1.860043527    1.860035795    1.521756887
    4.884884885    1.858191616    1.858183896    1.521058160
    4.904904905    1.856342989    1.856335281    1.520358839
    4.924924925    1.854497671    1.854489974    1.519658936
    4.944944945    1.852655683    1.852647997    1.518958466
    4.964964965    1.850817049    1.850809375    1.518257442
    4.984984985    1.848981792    1.848974128    1.517555878
    5.005005005    1.847149931    1.847142279    1.516853787
    5.025025025    1.845321490    1.845313849    1.516151182
    5.045045045    1.843496487    1.843488857    1.515448077
    5.065065065    1.841674943    1.841667324    1.514744485
    5.085085085    1.839856877    1.839849269    1.514040420
    5.105105105    1.838042309    1.838034712    1.513335893
    5.125125125    1.836231256    1.836223670    1.512630918
    5.145145145    1.834423736    1.834416161    1.511925508
    5.165165165    1.832619767    1.832612203    1.511219676
    5.185185185    1.830819365    1.830811813    1.510513434
    5.205205205    1.829022548    1.829015006    1.509806794
    5.225225225    1.827229330    1.827221799    1.509099771
    5.245245245    1.825439728    1.825432208    1.508392375
    5.265265265    1.823653756    1.823646247    1.507684619
    5.285285285    1.821871429    1.821863930    1.506976517
    5.305305305    1.820092760    1.820085272    1.506268078
    5.325325325    1.818317763    1.818310286    1.505559317
    5.345345345    1.816546453    1.816538986    1.504850245
    5.365365365    1.814778840    1.814771384    1.504140873
    5.385385385    1.813014938    1.813007493    1.503431215
