20     -23.37334962 Ry
30     -23.80602295 Ry
40     -23.96213042 Ry
50     -24.02818944 Ry
60     -24.04751267 Ry
70     -24.05240792 Ry
80     -24.05363829 Ry
90     -24.05377701 Ry
100     -24.05378177 Ry
