 &plot nbnd=  58, nks=    51 /
            0.000000  0.000000  0.000000
  -50.387  -50.387  -50.387  -50.387  -24.548  -24.548  -24.547  -24.547  -24.302  -24.302
  -24.301  -24.301  -24.299  -24.299  -24.298  -24.298   -3.882   -3.882   -3.615   -3.615
   -2.678   -2.678   -2.242   -2.242    4.221    4.221    5.237    5.237    7.577    7.577
    7.877    7.877    7.890    7.890    7.900    7.900    7.913    7.913    8.945    8.945
    8.989    8.989    9.044    9.044    9.087    9.087    9.862    9.862    9.903    9.903
   11.072   11.072   13.217   13.217   13.242   13.242   13.327   13.327
           -0.015873  0.027493  0.000000
  -50.387  -50.387  -50.386  -50.386  -24.547  -24.547  -24.547  -24.547  -24.303  -24.303
  -24.303  -24.303  -24.301  -24.301  -24.300  -24.300   -3.870   -3.870   -3.604   -3.604
   -2.672   -2.672   -2.237   -2.237    4.235    4.235    5.251    5.251    7.554    7.554
    7.853    7.853    7.866    7.866    7.908    7.908    7.921    7.921    8.912    8.912
    8.976    8.976    8.995    8.995    9.091    9.091    9.897    9.897    9.905    9.905
   11.052   11.052   13.209   13.209   13.232   13.232   13.339   13.339
           -0.031746  0.054986  0.000000
  -50.386  -50.386  -50.385  -50.385  -24.545  -24.545  -24.545  -24.545  -24.312  -24.312
  -24.312  -24.312  -24.304  -24.304  -24.303  -24.303   -3.835   -3.835   -3.569   -3.569
   -2.655   -2.655   -2.224   -2.224    4.275    4.275    5.291    5.291    7.487    7.487
    7.774    7.774    7.788    7.788    7.943    7.943    7.957    7.957    8.791    8.791
    8.904    8.904    8.927    8.927    9.107    9.107    9.911    9.911    9.972    9.972
   10.990   10.990   13.180   13.180   13.192   13.192   13.336   13.336
           -0.047619  0.082479  0.000000
  -50.384  -50.384  -50.384  -50.384  -24.542  -24.542  -24.542  -24.542  -24.327  -24.327
  -24.327  -24.327  -24.307  -24.307  -24.307  -24.307   -3.777   -3.777   -3.511   -3.511
   -2.627   -2.627   -2.203   -2.203    4.342    4.342    5.355    5.355    7.387    7.387
    7.648    7.648    7.663    7.663    8.002    8.002    8.016    8.016    8.603    8.603
    8.792    8.792    8.833    8.833    9.139    9.139    9.918    9.918   10.039   10.039
   10.886   10.886   13.110   13.110   13.157   13.157   13.217   13.217
           -0.063491  0.109972  0.000000
  -50.382  -50.382  -50.382  -50.382  -24.538  -24.538  -24.538  -24.538  -24.347  -24.347
  -24.347  -24.347  -24.312  -24.312  -24.312  -24.312   -3.697   -3.697   -3.433   -3.433
   -2.588   -2.588   -2.174   -2.174    4.431    4.431    5.441    5.441    7.265    7.265
    7.487    7.487    7.504    7.504    8.081    8.081    8.097    8.097    8.391    8.391
    8.642    8.642    8.696    8.696    9.179    9.179    9.921    9.921   10.075   10.075
   10.742   10.742   13.017   13.017   13.029   13.029   13.135   13.135
           -0.079364  0.137465  0.000000
  -50.380  -50.380  -50.379  -50.379  -24.533  -24.533  -24.533  -24.533  -24.372  -24.372
  -24.371  -24.371  -24.319  -24.319  -24.318  -24.318   -3.596   -3.596   -3.334   -3.334
   -2.539   -2.539   -2.137   -2.137    4.539    4.539    5.541    5.541    7.131    7.131
    7.305    7.305    7.322    7.322    8.175    8.175    8.176    8.176    8.196    8.196
    8.450    8.450    8.521    8.521    9.220    9.220    9.915    9.915   10.070   10.070
   10.564   10.564   12.795   12.795   12.957   12.957   13.128   13.128
