 &plot nbnd=  20, nks=    51 /
            0.000000  0.000000  0.000000
  -20.098  -20.010   -8.077   -7.300   -3.850   -3.850   -3.839   -3.839    1.948    2.528
    3.569    4.518    4.719    6.456    7.335    9.143    9.143    9.185    9.189    9.189
           -0.015873  0.027493  0.000000
  -20.083  -19.995   -8.057   -7.281   -3.914   -3.902   -3.880   -3.869    1.974    2.551
    3.593    4.539    4.743    6.474    7.359    9.119    9.175    9.198    9.215    9.254
           -0.031746  0.054986  0.000000
  -20.040  -19.952   -7.998   -7.223   -4.098   -4.083   -3.967   -3.956    2.051    2.621
    3.665    4.603    4.814    6.525    7.429    9.080    9.144    9.227    9.402    9.432
           -0.047619  0.082479  0.000000
  -19.967  -19.881   -7.899   -7.129   -4.387   -4.368   -4.109   -4.097    2.177    2.738
    3.785    4.706    4.932    6.607    7.542    9.045    9.115    9.246    9.664    9.698
           -0.063491  0.109972  0.000000
  -19.867  -19.781   -7.761   -6.996   -4.763   -4.738   -4.304   -4.291    2.349    2.899
    3.952    4.845    5.095    6.715    7.691    9.024    9.105    9.250    9.769   10.064
           -0.079364  0.137465  0.000000
  -19.738  -19.654   -7.585   -6.828   -5.202   -5.171   -4.544   -4.531    2.567    3.104
    4.164    5.013    5.303    6.839    7.868    9.019    9.113    9.238    9.573   10.258
           -0.095237  0.164958  0.000000
  -19.583  -19.501   -7.371   -6.624   -5.684   -5.649   -4.826   -4.810    2.828    3.351
    4.420    5.200    5.555    6.965    8.048    9.020    9.075    9.233    9.367   10.467
           -0.111110  0.192451  0.000000
  -19.402  -19.322   -7.123   -6.394   -6.192   -6.146   -5.140   -5.123    3.134    3.639
    4.715    5.389    5.846    7.073    8.131    8.925    9.015    9.283    9.394   10.694
           -0.126983  0.219944  0.000000
  -19.197  -19.119   -6.859   -6.694   -6.680   -6.107   -5.482   -5.461    3.482    3.962
    5.033    5.550    6.166    7.159    7.937    8.998    9.053    9.397    9.537   10.935
           -0.142856  0.247437  0.000000
  -18.970  -18.894   -7.246   -7.197   -6.512   -5.843   -5.834   -5.795    3.874    4.313
    5.278    5.713    6.480    7.267    7.606    9.187    9.269    9.564    9.738   11.193
           -0.158729  0.274930  0.000000
  -18.723  -18.650   -7.757   -7.706   -6.226   -6.191   -6.158   -5.479    4.309    4.668
    5.226    6.048    6.618    7.465    7.466    9.426    9.619    9.772    9.987   11.468
           -0.174601  0.302423  0.000000
  -18.459  -18.389   -8.250   -8.197   -6.599   -6.569   -5.791   -5.127    4.785    4.941
    4.954    6.471    6.509    7.747    7.770    9.742   10.010   10.015   10.276   11.762
           -0.190474  0.329916  0.000000
  -18.183  -18.117   -8.717   -8.662   -6.982   -6.948   -5.395   -4.757    4.543    4.996
    5.304    6.462    7.035    8.157    8.218   10.093   10.292   10.424   10.599   11.976
           -0.206347  0.357409  0.000000
  -17.900  -17.837   -9.147   -9.090   -7.362   -7.323   -4.982   -4.374    4.095    4.731
    5.862    6.779    7.609    8.593    8.767   10.399   10.622   10.829   10.963   12.084
           -0.222220  0.384902  0.000000
  -17.617  -17.558   -9.533   -9.474   -7.734   -7.691   -4.561   -3.986    3.635    4.338
    6.457    7.276    8.221    9.044    9.368   10.602   10.987   11.165   11.398   12.243
           -0.238093  0.412395  0.000000
  -17.343  -17.288   -9.863   -9.803   -8.094   -8.047   -4.142   -3.604    3.189    3.928
    7.087    7.856    8.843    9.461   10.010   10.719   11.334   11.422   11.877   12.518
           -0.253966  0.439888  0.000000
  -17.088  -17.038  -10.128  -10.066   -8.440   -8.388   -3.739   -3.243    2.779    3.544
    7.744    8.481    9.322    9.871   10.679   10.861   11.572   11.670   12.371   12.876
           -0.269839  0.467381  0.000000
  -16.864  -16.817  -10.317  -10.255   -8.767   -8.709   -3.371   -2.918    2.424    3.213
    8.417    9.120    9.387   10.475   11.103   11.350   11.588   12.050   12.836   13.156
           -0.285711  0.494874  0.000000
  -16.683  -16.639  -10.420  -10.360   -9.070   -9.007   -3.060   -2.648    2.141    2.951
    9.074    9.252    9.728   11.027   11.491   11.501   12.000   12.491   13.178   13.251
           -0.301584  0.522367  0.000000
  -16.552  -16.511  -10.439  -10.382   -9.341   -9.271   -2.828   -2.449    1.944    2.769
    9.070    9.680   10.207   11.273   11.459   12.201   12.485   12.750   13.418   13.521
           -0.317457  0.549860  0.000000
  -16.477  -16.437  -10.392  -10.341   -9.558   -9.480   -2.689   -2.331    1.836    2.669
    8.943   10.086   10.434   11.487   11.576   12.458   12.727   13.125   13.831   13.925
           -0.333330  0.577353  0.000000
  -16.453  -16.414  -10.350  -10.303   -9.654   -9.572   -2.646   -2.294    1.805    2.640
    8.896   10.211   10.473   11.661   11.674   12.306   12.773   13.795   13.936   14.093
           -0.303027  0.577352  0.000000
  -16.471  -16.432  -10.407  -10.355   -9.552   -9.475   -2.679   -2.323    1.824    2.659
    8.943   10.132   10.466   11.478   11.565   12.405   12.749   13.503   13.642   13.775
           -0.272725  0.577352  0.000000
  -16.520  -16.480  -10.540  -10.480   -9.292   -9.225   -2.766   -2.399    1.862    2.702
    9.083    9.941   10.462   11.153   11.290   12.354   12.605   13.194   13.298   13.413
           -0.242422  0.577352  0.000000
  -16.588  -16.547  -10.692  -10.626   -8.949   -8.890   -2.884   -2.503    1.897    2.749
    9.298    9.681   10.441   10.826   10.929   12.075   12.247   12.858   12.990   13.199
           -0.212119  0.577352  0.000000
  -16.667  -16.624  -10.839  -10.768   -8.564   -8.513   -3.018   -2.622    1.918    2.789
    9.274    9.648   10.263   10.534   10.627   11.717   11.806   12.544   12.680   13.077
           -0.181816  0.577352  0.000000
  -16.748  -16.704  -10.971  -10.896   -8.162   -8.118   -3.151   -2.742    1.921    2.816
    8.881    9.789    9.933   10.301   10.529   11.372   11.421   12.269   12.399   12.965
           -0.151514  0.577351  0.000000
  -16.825  -16.781  -11.085  -11.007   -7.767   -7.729   -3.276   -2.855    1.910    2.829
