4     -22.15764953 Ry
6     -22.14626191 Ry
8     -22.15353761 Ry
10     -22.15302552 Ry
12     -22.15283531 Ry
14     -22.15269393 Ry
16     -22.15287533 Ry
18     -22.15255734 Ry
20     -22.15154677 Ry
24     -22.15271994 Ry
28     -22.15283829 Ry
32     -22.15252403 Ry
