# energy grid [eV]     epsr_x  epsr_y  epsr_z
# plasmon frequences [eV]:    11.113107652   11.113477898    9.349077768
    4.064064064    3.159003877    3.159028446    1.776438205
    4.084084084    3.181321871    3.181346163    1.778849944
    4.104104104    3.204512761    3.204536762    1.781325092
    4.124124124    3.228637327    3.228661021    1.783867273
    4.144144144    3.253762917    3.253786288    1.786480451
    4.164164164    3.279964446    3.279987475    1.789168971
    4.184184184    3.307325583    3.307348251    1.791937616
    4.204204204    3.335940196    3.335962482    1.794791660
    4.224224224    3.365914104    3.365935983    1.797736943
    4.244244244    3.397367221    3.397388668    1.800779949
    4.264264264    3.430436219    3.430457204    1.803927910
    4.284284284    3.465277845    3.465298337    1.807188917
    4.304304304    3.502073113    3.502093078    1.810572066
    4.324324324    3.541032654    3.541052051    1.814087627
    4.344344344    3.582403628    3.582422412    1.817747253
    4.364364364    3.626478776    3.626496897    1.821564232
    4.384384384    3.673608465    3.673625862    1.825553809
    4.404404404    3.724216950    3.724233555    1.829733577
    4.424424424    3.778824773    3.778840505    1.834123977
    4.444444444    3.838080203    3.838094965    1.838748934
    4.464464464    3.902804389    3.902818064    1.843636672
    4.484484484    3.974057845    3.974070283    1.848820787
    4.504504505    4.053241076    4.053252091    1.854341656
    4.524524525    4.142251669    4.142261014    1.860248330
    4.544544545    4.243737811    4.243745153    1.866601127
    4.564564565    4.361521918    4.361526786    1.873475222
    4.584584585    4.501330962    4.501332666    1.880965754
    4.604604605    4.672070621    4.672068105    1.889195219
    4.624624625    4.887889715    4.887881330    1.898324500
    4.644644645    5.169731341    5.169714785    1.908569734
    4.664664665    5.527669231    5.527644711    1.920228932
    4.684684685    5.743747118    5.743750902    1.933724987
    4.704704705    4.673050142    4.673186509    1.949677530
    4.724724725    3.788140698    3.788224152    1.969039856
    4.744744745    3.650995788    3.650959400    1.993306993
    4.764764765    3.735193061    3.735237504    2.024805773
    4.784784785    4.197921816    4.197994170    2.066295836
    4.804804805    4.671005294    4.671066352    2.111433707
    4.824824825    4.737933912    4.737845024    2.072781079
    4.844844845    4.258537426    4.258437336    1.914357675
    4.864864865    4.550039796    4.550007193    1.931685341
    4.884884885    4.800592577    4.800465430    1.937936470
    4.904904905    4.350064094    4.349861416    1.781145622
    4.924924925    4.622865982    4.622704333    1.774114525
    4.944944945    5.328471923    5.328271155    1.845013467
    4.964964965    6.186866757    6.186602719    1.922420607
    4.984984985    7.098369583    7.098143744    1.992107596
    5.005005005    6.857241323    6.857687522    1.949758641
    5.025025025    4.179445403    4.180285055    1.771202894
    5.045045045    1.107317889    1.107812203    1.601955009
    5.065065065    0.409480145    0.409460958    1.600564310
    5.085085085    1.255738049    1.255624537    1.658120222
    5.105105105    2.218030373    2.217921575    1.707932129
    5.125125125    3.096520834    3.096410251    1.747209866
    5.145145145    3.891284248    3.891203192    1.779424816
    5.165165165    3.856299896    3.856609000    1.806194787
    5.185185185    1.810161746    1.810549651    1.827638012
    5.205205205    1.548465833    1.548426830    1.850193430
    5.225225225    2.202454250    2.202376464    1.873587250
    5.245245245    2.856565680    2.856503300    1.897297041
    5.265265265    3.407282362    3.407273780    1.921243919
    5.285285285    3.550781554    3.550829937    1.942409831
    5.305305305    3.336316136    3.336092476    1.966282102
    5.325325325    3.586325362    3.586206260    1.997749898
    5.345345345    4.127850840    4.127739781    2.034712915
    5.365365365    4.723772189    4.723632741    2.078884079
    5.385385385    5.388369381    5.388185523    2.133844875
    5.405405405    6.183226623    6.182976977    2.205227031
    5.425425425    7.192560341    7.192212170    2.300637086
    5.445445445    8.459458548    8.458980104    2.416155422
    5.465465465    9.375917773    9.375461164    2.425284565
    5.485485485    8.241819313    8.242659884    2.157498274
    5.505505506    3.775068967    3.777556027    1.772831927
    5.525525526   -1.776643778   -1.775294482    1.413078402
    5.545545546   -1.781142102   -1.781656187    1.452877914
    5.565565566    0.026821658    0.026177327    1.606530268
    5.585585586    1.725619856    1.725112208    1.750315569
    5.605605606    2.591229946    2.591605664    1.840346033
    5.625625626    1.492241170    1.492773184    1.776400350
    5.645645646    0.535245790    0.535205011    1.563414865
    5.665665666   -0.506806348   -0.506514773    1.407539431
    5.685685686   -0.522851741   -0.522832615    1.452643276
    5.705705706   -0.380133964   -0.380277359    1.527585103
    5.725725726    0.461429686    0.461126169    1.600842647
    5.745745746    1.435721067    1.435391407    1.666986143
    5.765765766    2.424088063    2.423707304    1.729930574
    5.785785786    3.509520476    3.509055652    1.795596706
    5.805805806    4.650750250    4.650385125    1.862054229
    5.825825826    4.652822237    4.653782233    1.866797843
    5.845845846    1.156314366    1.158658833    1.691737993
    5.865865866   -1.052260018   -1.052287564    1.578913585
    5.885885886    0.116953392    0.116286125    1.638559516
    5.905905906    1.721288231    1.720634805    1.719045771
    5.925925926    2.650097972    2.650222117    1.778623403
    5.945945946   -0.412597586   -0.410035725    1.681940199
    5.965965966   -3.987561697   -3.987086398    1.524524102
    5.985985986   -3.505665729   -3.506054751    1.549698932
    6.006006006   -2.434087708   -2.434430718    1.601606437
    6.026026026   -1.556990936   -1.557240634    1.644945861
    6.046046046   -0.850533769   -0.850722485    1.680511713
    6.066066066   -0.240377299   -0.240534004    1.711304827
    6.086086086    0.325214480    0.325056862    1.739598236
    6.106106106    0.851404356    0.851230864    1.767041671
    6.126126126    1.263435198    1.263408513    1.793955039
    6.146146146    0.773982322    0.774305603    1.815974785
    6.166166166    0.419139542    0.419096751    1.842417175
    6.186186186    0.998227269    0.998057905    1.881397698
    6.206206206    1.749501290    1.749316745    1.929050011
    6.226226226    2.318356378    2.318467911    1.964035427
    6.246246246    1.303617153    1.304598538    1.864792210
    6.266266266    0.376044744    0.375929193    1.779163703
    6.286286286    0.834876612    0.834835543    1.813563100
    6.306306306   -0.134095266   -0.133243264    1.724063652
    6.326326326   -1.190518265   -1.190515018    1.626778213
    6.346346346   -0.896530683   -0.896599125    1.664423259
