# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
   10.550550551    1.478062963    1.478087640    1.331890334
   10.570570571    1.477151432    1.477176079    1.331331865
   10.590590591    1.476242206    1.476266823    1.330774312
   10.610610611    1.475335277    1.475359863    1.330217676
   10.630630631    1.474430637    1.474455193    1.329661957
   10.650650651    1.473528281    1.473552806    1.329107155
   10.670670671    1.472628200    1.472652696    1.328553271
   10.690690691    1.471730388    1.471754854    1.328000304
   10.710710711    1.470834839    1.470859274    1.327448254
   10.730730731    1.469941544    1.469965949    1.326897123
   10.750750751    1.469050498    1.469074873    1.326346909
   10.770770771    1.468161693    1.468186038    1.325797613
   10.790790791    1.467275123    1.467299437    1.325249234
   10.810810811    1.466390780    1.466415064    1.324701774
   10.830830831    1.465508658    1.465532912    1.324155231
   10.850850851    1.464628750    1.464652974    1.323609607
   10.870870871    1.463751050    1.463775244    1.323064900
   10.890890891    1.462875550    1.462899714    1.322521110
   10.910910911    1.462002244    1.462026377    1.321978239
   10.930930931    1.461131125    1.461155229    1.321436285
   10.950950951    1.460262187    1.460286260    1.320895249
   10.970970971    1.459395422    1.459419466    1.320355130
   10.990990991    1.458530825    1.458554838    1.319815929
   11.011011011    1.457668389    1.457692372    1.319277645
   11.031031031    1.456808106    1.456832059    1.318740277
   11.051051051    1.455949971    1.455973894    1.318203827
   11.071071071    1.455093977    1.455117870    1.317668294
   11.091091091    1.454240117    1.454263980    1.317133677
