4.5     -24.11364882 Ry
4.55     -24.11914675 Ry
4.57     -24.12057277 Ry
4.6     -24.12192100 Ry
4.63     -24.12235642 Ry
4.65     -24.12216558 Ry
4.7     -24.12009388 Ry
