 &plot nbnd=  60, nks=    71 /
            0.000000  0.000000  0.000000
  -50.626  -50.626  -24.788  -24.788  -24.563  -24.563  -24.563  -24.563   -4.054   -3.782
   -2.866   -2.422    4.024    5.070    7.338    7.610    7.610    7.623    7.623    8.704
    8.704    8.750    8.750    9.670    9.673   10.837   12.957   12.957   12.986   12.986
   13.104   13.104   13.275   13.275   16.399   16.557   18.951   19.373   19.481   20.754
   20.754   20.890   21.175   21.175   22.348   22.510   22.510   23.232   23.232   23.601
   25.684   25.684   25.703   25.844   25.844   26.052   26.563   26.563   26.805   27.133
           -0.015873  0.027493  0.000000
  -50.626  -50.626  -24.787  -24.787  -24.566  -24.565  -24.563  -24.563   -4.043   -3.771
   -2.860   -2.418    4.038    5.083    7.313    7.583    7.597    7.622    7.635    8.650
    8.684    8.731    8.762    9.675    9.699   10.815   12.943   12.961   12.981   13.008
   13.089   13.090   13.234   13.263   16.457   16.612   19.004   19.375   19.536   20.731
   20.790   20.893   21.137   21.212   22.336   22.415   22.508   23.130   23.242   23.613
   25.535   25.633   25.775   25.866   25.866   26.163   26.482   26.577   26.940   27.112
           -0.031746  0.054986  0.000000
  -50.625  -50.625  -24.786  -24.785  -24.574  -24.574  -24.565  -24.565   -4.009   -3.737
   -2.844   -2.405    4.078    5.123    7.245    7.505    7.520    7.657    7.671    8.513
    8.624    8.674    8.794    9.680    9.763   10.750   12.905   12.911   13.037   13.038
   13.054   13.072   13.124   13.226   16.625   16.774   19.153   19.378   19.695   20.667
   20.890   20.901   21.037   21.322   22.172   22.295   22.488   22.880   23.270   23.637
   25.369   25.498   25.607   25.917   26.074   26.200   26.543   26.608   27.049   27.136
           -0.047619  0.082479  0.000000
  -50.623  -50.623  -24.783  -24.783  -24.588  -24.588  -24.569  -24.569   -3.952   -3.681
   -2.816   -2.385    4.143    5.186    7.143    7.382    7.399    7.715    7.730    8.330
    8.523    8.577    8.839    9.685    9.822   10.641   12.824   12.873   12.907   13.009
   13.013   13.132   13.163   13.177   16.883   17.028   19.376   19.377   19.933   20.581
   20.863   20.909   21.076   21.499   21.856   22.220   22.343   22.674   23.311   23.647
   25.182   25.313   25.409   25.870   26.018   26.322   26.651   26.952   27.012   27.103
           -0.063491  0.109972  0.000000
  -50.621  -50.621  -24.779  -24.779  -24.608  -24.608  -24.573  -24.573   -3.874   -3.605
   -2.779   -2.358    4.231    5.270    7.020    7.226    7.244    7.792    7.810    8.127
    8.380    8.441    8.890    9.687    9.852   10.492   12.706   12.737   12.846   12.920
   12.967   13.078   13.256   13.320   17.206   17.356   19.367   19.636   20.205   20.488
   20.687   20.920   21.267   21.536   21.729   22.003   22.128   22.656   23.359   23.621
   24.961   25.104   25.243   25.537   26.114   26.531   26.707   26.906   27.029   27.579
           -0.079364  0.137465  0.000000
  -50.619  -50.619  -24.774  -24.774  -24.631  -24.631  -24.580  -24.580   -3.776   -3.509
   -2.731   -2.323    4.337    5.369    6.886    7.049    7.068    7.886    7.907    7.918
    8.194    8.269    8.940    9.679    9.843   10.308   12.488   12.659   12.819   12.842
   12.928   12.985   13.401   13.496   17.570   17.740   19.354   19.870   20.392   20.423
   20.490   20.954   21.277   21.423   21.661   21.982   22.091   22.711   23.401   23.566
   24.696   24.873   25.145   25.230   26.244   26.459   26.774   26.937   27.163   28.189
           -0.095237  0.164958  0.000000
  -50.616  -50.616  -24.769  -24.769  -24.657  -24.657  -24.587  -24.587   -3.659   -3.395
   -2.675   -2.282    4.457    5.474    6.751    6.866    6.882    7.711    7.971    7.991
    8.016    8.069    8.987    9.654    9.798   10.100   12.278   12.600   12.717   12.836
   12.866   12.948   13.558   13.698   17.947   18.161   19.351   19.987   20.280   20.298
   20.470   20.931   21.161   21.434   21.530   22.202   22.228   22.815   23.405   23.528
   24.379   24.613   25.021   25.132   26.259   26.396   26.855   26.863   27.583   28.809
           -0.111110  0.192451  0.000000
  -50.613  -50.613  -24.763  -24.762  -24.686  -24.686  -24.596  -24.596   -3.525   -3.266
   -2.611   -2.235    4.584    5.569    6.620    6.697    6.700    7.501    7.719    7.854
